ind_id,ind_definition,reportyear,race_eth_code,race_eth_name,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,Number_Households,Gini_index,LL_95CI,UL_95CI,se,rse,CA_decile,CA_RR,Median_HH_income,Median_HH_decile,version
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,33532,Hidden Meadows CDP,San Diego,06073,San Diego,09,1397,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,33549,Hidden Valley Lake CDP,Lake,06033,North Coast,05,2119,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,33574,Highgrove CDP,Riverside,06065,Southern California,14,1136,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,33588,Highland city,San Bernardino,06071,Southern California,14,15471,0.429,0.402787234,0.455212766,0.0133738602,3.117449926,4,0.9166666667,54153,6,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,33633,Highlands-Baywood Park CDP,San Mateo,06081,Bay Area,01,1425,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,33798,Hillsborough town,San Mateo,06081,Bay Area,01,3693,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,33861,Hilmar-Irwin CDP,Merced,06047,San Joaquin Valley,10,1755,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,33935,Hiouchi CDP,Del Norte,06015,North Coast,05,143,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34120,Hollister city,San Benito,06069,Monterey Bay,04,9860,0.375,0.3475957447,0.4024042553,0.0139817629,3.7284701114,9,0.8012820513,66038,4,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34246,Holtville city,Imperial,06025,Southern California,14,1799,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34281,Home Garden CDP,Kings,06031,San Joaquin Valley,10,437,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34302,Home Gardens CDP,Riverside,06065,Southern California,14,2760,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34316,Homeland CDP,Riverside,06065,Southern California,14,1964,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34405,Homewood Canyon CDP,Inyo,06027,Central/Southeast Sierra,03,24,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34428,Honcut CDP,Butte,06007,Butte,02,106,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34484,Hood CDP,Sacramento,06067,Sacramento Area,08,104,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34652,Hopland CDP,Mendocino,06045,North Coast,05,263,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34694,Hornbrook CDP,Siskiyou,06093,Northeast Sierra,06,108,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34708,Hornitos CDP,Mariposa,06043,Central/Southeast Sierra,03,34,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34904,Hughson city,Stanislaus,06099,San Joaquin Valley,10,2069,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,34928,Humboldt Hill CDP,Humboldt,06023,North Coast,05,1325,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36000,Huntington Beach city,Orange,06059,Southern California,14,74285,0.423,0.4087021277,0.4372978723,0.0072948328,1.7245467676,4,0.9038461538,77679,3,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36056,Huntington Park city,Los Angeles,06037,Southern California,14,14597,0.399,0.3751702128,0.4228297872,0.0121580547,3.0471315066,7,0.8525641026,33800,10,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36084,Huron city,Fresno,06019,San Joaquin Valley,10,1532,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36098,Hyampom CDP,Trinity,06105,North Coast,05,123,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36126,Hydesville CDP,Humboldt,06023,North Coast,05,485,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36168,Idlewild CDP,Tulare,06107,San Joaquin Valley,10,17,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36203,Idyllwild-Pine Cove CDP,Riverside,06065,Southern California,14,1682,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36280,Imperial city,Imperial,06025,Southern California,14,4405,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36294,Imperial Beach city,San Diego,06073,San Diego,09,9112,0.398,0.3658297872,0.4301702128,0.0164133739,4.1239632815,7,0.8504273504,46214,8,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36350,Independence CDP,Inyo,06027,Central/Southeast Sierra,03,301,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36364,Indian Falls CDP,Plumas,06063,Northeast Sierra,06,24,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36420,Indianola CDP,Humboldt,06023,North Coast,05,356,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36434,Indian Wells city,Riverside,06065,Southern California,14,2745,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36448,Indio city,Riverside,06065,Southern California,14,23378,0.439,0.412787234,0.465212766,0.0133738602,3.0464373992,3,0.938034188,47708,8,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36452,Indio Hills CDP,Riverside,06065,Southern California,14,304,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36490,Industry city,Los Angeles,06037,Southern California,14,69,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36546,Inglewood city,Los Angeles,06037,Southern California,14,36389,0.42,0.4021276596,0.4378723404,0.009118541,2.1710811984,5,0.8974358974,40110,9,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36613,Interlaken CDP,Santa Cruz,06087,Monterey Bay,04,1690,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36616,Inverness CDP,Marin,06041,Bay Area,01,697,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36658,Inyokern CDP,Kern,06029,San Joaquin Valley,10,484,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36672,Ione city,Amador,06005,Central/Southeast Sierra,03,1466,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36735,Iron Horse CDP,Plumas,06063,Northeast Sierra,06,126,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36770,Irvine city,Orange,06059,Southern California,14,78978,0.437,0.423893617,0.450106383,0.0066869301,1.5301899522,3,0.9337606838,91101,2,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36826,Irwindale city,Los Angeles,06037,Southern California,14,374,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36868,Isla Vista CDP,Santa Barbara,06083,Santa Barbara,12,4898,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36882,Isleton city,Sacramento,06067,Sacramento Area,08,331,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36910,Ivanhoe CDP,Tulare,06107,San Joaquin Valley,10,1142,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,36980,Jackson city,Amador,06005,Central/Southeast Sierra,03,2065,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37022,Jacumba CDP,San Diego,06073,San Diego,09,216,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37106,Jamestown CDP,Tuolumne,06109,Central/Southeast Sierra,03,1501,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37120,Jamul CDP,San Diego,06073,San Diego,09,1906,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37134,Janesville CDP,Lassen,06035,Northeast Sierra,06,535,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37274,Jenner CDP,Sonoma,06097,Bay Area,01,80,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37400,Johannesburg CDP,Kern,06029,San Joaquin Valley,10,95,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37484,Johnstonville CDP,Lassen,06035,Northeast Sierra,06,370,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37512,Johnsville CDP,Plumas,06063,Northeast Sierra,06,11,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37554,Joshua Tree CDP,San Bernardino,06071,Southern California,14,3088,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37582,Julian CDP,San Diego,06073,San Diego,09,670,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37596,Junction City CDP,Trinity,06105,North Coast,05,293,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37624,June Lake CDP,Mono,06051,Central/Southeast Sierra,03,290,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37904,Keddie CDP,Plumas,06063,Northeast Sierra,06,32,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37918,Keeler CDP,Inyo,06027,Central/Southeast Sierra,03,40,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,37946,Keene CDP,Kern,06029,San Joaquin Valley,10,186,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38024,Kelly Ridge CDP,Butte,06007,Butte,02,1224,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38044,Kelseyville CDP,Lake,06033,North Coast,05,1224,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38065,Kennedy CDP,San Joaquin,06077,San Joaquin Valley,10,768,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38076,Kennedy Meadows CDP,Tulare,06107,San Joaquin Valley,10,15,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38086,Kensington CDP,Contra Costa,06013,Bay Area,01,2199,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38114,Kentfield CDP,Marin,06041,Bay Area,01,2572,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38156,Kenwood CDP,Sonoma,06097,Bay Area,01,467,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38226,Kerman city,Fresno,06019,San Joaquin Valley,10,3692,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38310,Kernville CDP,Kern,06029,San Joaquin Valley,10,723,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38352,Keswick CDP,Shasta,06089,Shasta,13,179,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38394,Kettleman City CDP,Kings,06031,San Joaquin Valley,10,350,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38422,Keyes CDP,Stanislaus,06099,San Joaquin Valley,10,1588,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38520,King City city,Monterey,06053,Monterey Bay,04,3008,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38548,Kings Beach CDP,Placer,06061,Sacramento Area,08,1362,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38562,Kingsburg city,Fresno,06019,San Joaquin Valley,10,3822,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38604,Kingvale CDP,Nevada,06057,Northeast Sierra,06,69,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38646,Kirkwood CDP,Alpine,06003,Central/Southeast Sierra,03,72,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38702,Klamath CDP,Del Norte,06015,North Coast,05,307,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38772,Knightsen CDP,Contra Costa,06013,Bay Area,01,531,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,38800,Knights Landing CDP,Yolo,06113,Sacramento Area,08,317,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39003,La Ca�ada Flintridge city,Los Angeles,06037,Southern California,14,6849,0.513,0.4712978723,0.5547021277,0.0212765957,4.1474845506,1,1.0961538462,128113,1,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39045,La Crescenta-Montrose CDP,Los Angeles,06037,Southern California,14,7088,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39094,Ladera CDP,San Mateo,06081,Bay Area,01,525,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39108,Ladera Heights CDP,Los Angeles,06037,Southern California,14,2751,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39114,Ladera Ranch CDP,Orange,06059,Southern California,14,7115,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39122,Lafayette city,Contra Costa,06013,Bay Area,01,9223,0.474,0.4322978723,0.5157021277,0.0212765957,4.4887332795,1,1.0128205128,118974,1,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39178,Laguna Beach city,Orange,06059,Southern California,14,10821,0.555,0.5049574468,0.6050425532,0.0255319149,4.6003450259,1,1.1858974359,90017,2,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39220,Laguna Hills city,Orange,06059,Southern California,14,10469,0.546,0.4888085106,0.6031914894,0.0291793313,5.3441998731,1,1.1666666667,89781,2,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39248,Laguna Niguel city,Orange,06059,Southern California,14,24232,0.432,0.405787234,0.458212766,0.0133738602,3.0958009681,4,0.9230769231,95925,1,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39259,Laguna Woods city,Orange,06059,Southern California,14,11302,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39283,Lagunitas-Forest Knolls CDP,Marin,06041,Bay Area,01,817,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39290,La Habra city,Orange,06059,Southern California,14,18977,0.407,0.3760212766,0.4379787234,0.0158054711,3.8834081387,6,0.8696581197,59691,5,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39304,La Habra Heights city,Los Angeles,06037,Southern California,14,1805,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39318,La Honda CDP,San Mateo,06081,Bay Area,01,411,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39411,Lake Almanor Country Club CDP,Plumas,06063,Northeast Sierra,06,217,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39420,Lake Almanor Peninsula CDP,Plumas,06063,Northeast Sierra,06,165,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39425,Lake Almanor West CDP,Plumas,06063,Northeast Sierra,06,134,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39444,Lake Arrowhead CDP,San Bernardino,06071,Southern California,14,4672,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39460,Lake California CDP,Tehama,06103,Northern Sacramento Valley,07,1137,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39472,Lake City CDP,Modoc,06049,Northeast Sierra,06,34,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39483,Lake Davis CDP,Plumas,06063,Northeast Sierra,06,23,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39484,Lake Don Pedro CDP,Mariposa,06043,Central/Southeast Sierra,03,441,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39486,Lake Elsinore city,Riverside,06065,Southern California,14,14788,0.403,0.3779787234,0.4280212766,0.0127659574,3.1677313764,7,0.8611111111,55179,6,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39496,Lake Forest city,Orange,06059,Southern California,14,26224,0.358,0.3401276596,0.3758723404,0.009118541,2.547078501,10,0.764957265,90084,2,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39514,Lakehead CDP,Shasta,06089,Shasta,13,228,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39556,Lake Hughes CDP,Los Angeles,06037,Southern California,14,300,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39570,Lake Isabella CDP,Kern,06029,San Joaquin Valley,10,1621,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39598,Lakeland Village CDP,Riverside,06065,Southern California,14,3538,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39612,Lake Los Angeles CDP,Los Angeles,06037,Southern California,14,3267,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39645,Lake Mathews CDP,Riverside,06065,Southern California,14,1847,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39670,Lake Nacimiento CDP,San Luis Obispo,06079,San Luis Obispo,11,1006,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39690,Lake of the Pines CDP,Nevada,06057,Northeast Sierra,06,1567,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39696,Lake of the Woods CDP,Kern,06029,San Joaquin Valley,10,405,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39710,Lakeport city,Lake,06033,North Coast,05,2002,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39715,Lake Riverside CDP,Riverside,06065,Southern California,14,444,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39724,Lake San Marcos CDP,San Diego,06073,San Diego,09,2328,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39735,Lake Sherwood CDP,Ventura,06111,Southern California,14,558,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39766,Lakeside CDP,San Diego,06073,San Diego,09,7347,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39836,Lakeview CDP,Riverside,06065,Southern California,14,538,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39885,Lake Wildwood CDP,Nevada,06057,Northeast Sierra,06,2225,,,,,,,,,,03/26/2014 12:00:00 AM
556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,PL,39892,Lakewood city,Los Angeles,06037,Southern California,14,26543,0.363,0.3403617021,0.3856382979,0.011550152,3.1818600484,10,0.7756410256,70820,4,03/26/2014 12:00:00 AM
