State,Year,Mo,Day,Victim,County,Race,Sex,Mob,Offense,Note,2nd Name,3rd Name,Comments,Source
MS,1908,10,10,Dee Dawkins,Newton ,Blk,Male,,Complicity in murder  ,,Dee Dawson,,,
MS,1908,10,10,Bill Fielder,Newton ,Blk,Male,,Complicity in murder  ,Uncertain,Wm. Fuller,,,
MS,1908,10,10,Frank Johnson,Newton ,Blk,Male,,Complicity in murder   ,Uncertain,,,,
MS,1908,10,31,Wm. Hodges,Newton ,Blk,Male,,Attempted rape,Uncertain,Frank Smith,,,
MS,1911,6,16,Wm. Bradford,Newton ,Blk,Male,,Assault,,,,,
MS,1882,11,9,Unnamed Negro,Noxubee ,Blk,Male,,Rape & murder ,,,,,
MS,1897,12,31,James Jones,Noxubee ,Blk,Male,,Arson,,,,,
MS,1899,4,6,Forest Jamison,Noxubee ,Blk,Male,,Murder,,,,,
MS,1899,4,6,Mose Anderson,Noxubee ,Blk,Male,,Murder,,,,,
MS,1901,2,18,Henry Fed,Noxubee ,Blk,Male,,Arson        ,Uncertain,Henry Isham  ,,,
MS,1901,2,18,Ishman Fed,Noxubee ,Blk,Male,,Arson         ,Uncertain,Fred Isham,,,
MS,1912,5,6,George W. Edd,Noxubee ,Blk,Male,,Murderous assault,,,,,
MS,1915,2,15,Horace Hill,Noxubee ,Blk,Male,,Murder   ,,Alexander Hill,Horace Robinson,,
MS,1927,5,20,Daniel Anderson,Noxubee ,Blk,Male,,Murder,,,,,
MS,1929,5,11,Steve Jenkins,Noxubee ,Blk,Male,,Murder,,,,,
MS,1884,7,13,Newton Carpenter,Oktibbeha ,Blk,Male,Blk,Poisoned boys,,,,,
MS,1884,7,13,Ned Mack,Oktibbeha ,Blk,Male,Blk,Poisoned boys,,Edward Macks,,,
MS,1896,6,27,John M. Outlaw,Oktibbeha ,Blk,Male,,Breaking into woman's room ,,,,,
MS,1912,2,14,Mann Hamilton,Oktibbeha ,Blk,Male,,Murderous assault,,,,,
MS,1912,4,2,Abe Coleman,Oktibbeha ,Blk,Male,,Murderous assault,,Alexander Coleman,,,
MS,1882,6,21,Nathan Lacid,Panola ,Blk,Male,,Rape,,Nathan Lucid,,,
MS,1890,11,15,Sandy Wallace,Panola ,Blk,Male,Blk,Criminal assault (rape),,,,,
MS,1896,7,6,Nimrod Cross,Panola ,Blk,Male,,Outraged young girl,,,,,
MS,1899,6,11,Simon Brooks,Panola ,Blk,Male,Blk,Rape,,,,,
MS,1910,6,13,Elmo Curl,Panola ,Blk,Male,,Murder,,Elmer Curl,,,
MS,1923,8,4,Howard Flowtow,Panola ,Blk,Male,,Murderous assault,,Howard Flotow,,,
MS,1909,1,10,Pink Willis,Pearl River,Blk,Male,,Attempted assault (rape),,,,,
MS,1918,4,18,Claude Singleton,Pearl River,Blk,Male,,Murder,,,,,
MS,1921,4,26,Unnamed Negro,Pearl River,Blk,Male,,Assault (rape),,,,,
MS,1926,4,22,Harold Jackson,Pearl River,Wht,Male,,Murder,,Doc Jackson,,,
MS,1901,11,3,Unnamed Negro,Perry ,Blk,Male,,Rape,,,,,
MS,1923,9,18,John Gray,Perry ,Blk,Male,,Shot man,,,,,
MS,1884,4,4,George Lee,Pike ,Blk,Male,,Rape,,,,,
MS,1885,1,22,Patrick Woods,Pike ,Blk,Male,,Murder,,,,,
MS,1886,8,25,Leander Nelson,Pike ,Blk,Male,,Murder,,,,,
MS,1886,8,25,John Nelson,Pike ,Blk,Male,,Murder,,,,,
MS,1887,12,30,Jo Ratcliff,Pike ,Blk,Male,,Unknown,,,,,
MS,1889,6,4,Nelson Huey,Pike ,Blk,Male,,Indecent proposals,,,,,
MS,1889,6,4,Dock Connelly,Pike ,Blk,Male,,Unknown,,Dick Conley,,,
MS,1889,11,15,George Washington,Pike ,Blk,Male,,Attempted rape,,,,,
MS,1891,8,.,Lucius Andrews,Pike ,Blk,Male,,Theft,,,,,
MS,1892,6,18,John Johnson,Pike ,Blk,Male,Blk,Murder,,,,,
MS,1912,1,17,Jim Hill,Pike ,Blk,Male,,Unknown,Uncertain,,,,
MS,1921,9,19,Edward McDowell,Pike ,Blk,Male,,Unknown,,,,,
MS,1922,6,20,Robert Collins,Pike ,Blk,Male,,Attempted rape,,,,,
MS,1928,7,2,Shug McElwee,Pike ,Blk,Male,,Attempted assault on girl,,,,,
MS,1922,1,29,Wm.Arthur Bell,Pontotoc ,Blk,Male,,Attempted rape,,Will Bell,,,
MS,1882,6,17,Morgan Hamilton,Prentiss ,Blk,Male,,Murder,,,,,
MS,1897,3,30,— Haines,Quitman ,Blk,Male,,Murder,,,,,
MS,1902,11,1,"""Bear"" —",Quitman ,Blk,Male,Blk,Murder,,,,,
MS,1907,10,28,Charles Gorman,Quitman ,Blk,Male,,Criminal assault (rape),,Charles German,,,
MS,1913,6,26,Wm. Robinson,Quitman ,Blk,Male,,Murder,,,,,
MS,1913,9,25,Walter Brownlee,Quitman ,Blk,Male,,Assault,,,,,
MS,1919,11,8,Robert Motley,Quitman ,Blk,Male,,Murder,,,,,
MS,1922,8,22,John Steelman,Quitman ,Blk,Male,,Attempted rape,,John Barrow,L. Barrow,,
MS,1924,9,19,Herbert Taylor,Quitman ,Blk,Male,,Assaulted girl (rape),,,,,
MS,1925,12,19,Lindsay Coleman,Quitman ,Blk,Male,,Murder,,,,,
MS,1892,10,4,Gabe Meeks,Rankin ,Blk,Male,,Theft,,,,,
MS,1892,10,4,Charles Goff,Rankin ,Blk,Male,,Theft,,,,,
MS,1894,7,14,Allen Myers,Rankin ,Blk,Male,Blk,Voodooism,Uncertain,,,,
MS,1899,7,26,Stanley Hayes,Rankin ,Blk,Male,,Attempted rape,,,,,
MS,1921,4,.,Rachel Moore,Rankin ,Blk,Fe,,Race prejudice,,,,,
MS,1921,4,4,Sandy Thompson,Rankin ,Blk,Male,,Murder,,,,,
MS,1921,6,20,Louis Wimberly,Rankin ,Blk,Male,,Assault (rape),,,,,
MS,1883,4,.,Alex Williams,Sharkey ,Blk,Male,Blk,Rape,,,,,
MS,1884,10,10,Dock Martin,Sharkey ,Blk,Male,Blk,Murder,,,,,
MS,1885,6,30,Unnamed Negro,Sharkey ,Blk,Male,Blk,Rape,,,,,
MS,1886,8,11,Columbus White,Sharkey ,Blk,Male,Blk,Arson,,,,,
MS,1921,2,3,Unnamed,Sharkey ,Blk,Male,,Unknown,,,,,
MS,1892,8,9,Port Magee,Simpson ,Blk,Male,,Attempted rape,,,,,
MS,1894,7,24,Unnamed Negro,Simpson ,Blk,Fe,,Conspiracy,Uncertain,,,,
MS,1895,8,28,Unnamed Negro,Simpson ,Blk,Male,,Miscegnation,,,,,
MS,1895,12,30,Andrew Brown,Simpson ,Blk,Male,,Theft,,,,,
MS,1898,7,19,W. T. Pattison,Simpson ,Wht,Male,,Murder,,Wm. Patterson,,,
MS,1899,3,6,Allen Thames,Simpson ,Blk,Male,,"""Reproving"" white youth",,Thomas Allen,,,
MS,1902,5,8,Pald May,Simpson ,Blk,Male,,Indolence,,,,,
MS,1906,1,18,Unnamed Negro,Simpson ,Blk,Male,,Attempted assault (rape),,,,,
MS,1910,6,27,— Jones,Simpson ,Blk,Male,,Murder,,,,,
MS,1888,8,17,Unnamed Negro,Smith ,Blk,Male,,Murder,,,,,
MS,1888,8,17,Unnamed Negro,Smith ,Blk,Male,,Murder,,,,,
MS,1897,7,9,Atticus Thompson,Smith ,Blk,Male,,Criminal assault (rape)  ,Uncertain,,,,
MS,1903,6,8,Unnamed Negro,Smith ,Blk,Fe,,Murder,,,,,
MS,1903,6,8,Unnamed Negro,Smith ,Blk,Male,,Murder,,,,,
MS,1903,6,8,Unnamed Negro,Smith ,Blk,Male,,Murder,,,,,
MS,1903,6,8,Unnamed Negro,Smith ,Blk,Male,,Murder,,,,,
MS,1903,6,8,Unnamed Negro,Smith ,Blk,Male,,Murder,,,,,
MS,1919,5,20,Will Moore,Stone ,Blk,Male,,Murder,,,,,
MS,1886,1,7,Emmett Key,Sunflower ,Blk,Male,,Murder & robbery,,Emmet Kris,,,
MS,1886,1,7,Nat Forbes,Sunflower ,Blk,Male,,Murder & robbery,,,,,
MS,1887,7,27,Lloyd Martin,Sunflower ,Blk,Male,Blk,Murder,,Boyd Martin,,,
MS,1903,1,10,John Hollins,Sunflower ,Blk,Male,,Attempted rape,,,,,
MS,1904,2,7,Mrs. L. Holbert,Sunflower ,Blk,Fe,,Murder,,,,,
MS,1904,2,4,Unnamed Negro,Sunflower ,Blk,Male,,Accessory to murder,,,,,
MS,1904,2,7,Luther Holbert,Sunflower ,Blk,Male,,Murder,,,,,
MS,1907,6,9,Lee Fox,Sunflower ,Blk,Male,,Murder,,,,,
MS,1913,1,29,Unnamed Negro,Sunflower ,Blk,Male,,Unknown,,,,,
MS,1913,2,21,Willis Webb,Sunflower ,Blk,Male,Blk,Murder,,,,,
MS,1914,3,22,Unnamed Negro,Sunflower ,Blk,Male,,Murder,,,,,
MS,1914,12,21,Charley Williams,Sunflower ,Blk,Male,,Bit off man's chin,,,,,
MS,1921,8,13,Walter Thomas,Sunflower ,Blk,Male,,Murder,Uncertain,,,,
MS,1928,12,31,Charlie Sheppard,Sunflower ,Blk,Male,,Rape & murder,,,,,
MS,1905,9,3,Ed James,Tallahatchie,Blk,Male,,Informing,,Wm. James,,,
MS,1887,12,3,Joseph Tribble,Tallahatchie ,Blk,Male,,Attempted murder,Uncertain,,,,
MS,1887,12,3,Monroe Harris,Tallahatchie ,Blk,Male,,Attempted murder,,,,,
MS,1887,12,3,Charles Taylor,Tallahatchie ,Blk,Male,,Attempted murder,,,,,
MS,1897,2,9,Unnamed Negro,Tallahatchie ,Blk,Fe,,Robbery & arson,,,,,
MS,1897,2,9,Unnamed Negro,Tallahatchie ,Blk,Male,,Robbery & arson,,,,,
MS,1897,12,28,Joseph Hopkins,Tallahatchie ,Blk,Male,,Murder,,James Hopkins,,,
MS,1898,12,.,— White,Tallahatchie ,Blk,Male,,Murder,,,,,
MS,1900,4,30,George Gordon,Tallahatchie ,Blk,Male,,Assaulted man,,,,,
MS,1900,5,31,Dago Pete,Tallahatchie ,Blk,Male,Blk,Criminal assault (rape),,,,,
MS,1905,7,19,Henry Harris,Tallahatchie ,Blk,Male,,Murderous assault,,,,,
MS,1905,7,25,Wm. Harris,Tallahatichie ,Blk,Male,,Murderous assault,,,,,
MS,1884,8,30,Edward Thomas,Tate ,Blk,Male,,Attempted rape,,,,,
MS,1898,3,2,Frederick Moore,Tate ,Blk,Male,,Murder,,,,,
MS,1898,8,8,Richard Thurmond,Tippah ,Blk,Male,,Attempted assault (rape),,,,,
MS,1889,7,11,Prince Luster,Tishomingo ,Blk,Male,,Rape,,,,,
MS,1889,7,14,Swan Burnes,Tishomingo ,Blk,Male,,Murder,,Swan Burres,,,
MS,1906,4,29,Wm. Brown,Tishomingo ,Blk,Male,,Murder,,,,,
MS,1900,4,16,Moses York,Tunica ,Blk,Male,,Murder,,,,,
MS,1900,9,14,Frank Brown,Tunica ,Blk,Male,,Murder,,,,,
MS,1900,9,14,Wm. Brown,Tunica ,Blk,Male,,Murder,,,,,
MS,1900,9,14,David Moore,Tunica ,Blk,Male,,Murder,,,,,
MS,1902,7,17,Wm. Ody,Tunica ,Blk,Male,,Attempted assault (rape),,,,,
MS,1907,10,11,Wm. Jackson,Tunica ,Blk,Male,,Burglary,,,,,
MS,1907,10,11,James Shoots,Tunica ,Blk,Male,,Burglary,,,,,
MS,1907,10,11,George Robinson,Tunica ,Blk,Male,,Burglary,,,,,
MS,1908,1,28,Unnamed Negro,Tunica ,Blk,Male,Blk,Murder,,,,,
MS,1908,1,28,Unnamed Negro,Tunica ,Blk,Male,Blk,Murder,,,,,
MS,1914,6,29,James Robinson,Tunica ,Blk,Male,,Complicity in murder,,,,,
MS,1923,11,19,Edward Hardy,Tunica ,Blk,Male,Blk,Murder & robbery,,,,,
MS,1924,9,15,Walter Bell,Tunica ,Blk,Male,,Murder,Uncertain,Arthur Bell,,,
MS,1887,4,11,Bud Williamson,Union ,Unk,Male,,Murder,,Wm. Bird,,,
MS,1925,9,20,J. Q. Ivey,Union ,Blk,Male,,Rape,,L. Q. Ivey,,,
MS,1920,11,5,Ben Jacobs,Walthall ,Blk,Male,,Attempted murder,,,,,
MS,1920,11,23,Harry Jacobs,Walthall ,Blk,Male,,Rape,,Horsey Jacobs,,,
MS,1925,4,21,Wm. Buckley,Walthall ,Blk,Male,,Attacking children (girls),,,,,
MS,1885,1,15,Dan Carnahan,Warren ,Blk,Male,,Rape & assault,Uncertain,Daniel Carrahan,,,
MS,1886,3,29,Fred Villerosa,Warren ,Wht,Male,,Rape,,,,,
MS,1886,12,29,Robert Beasley,Warren ,Blk,Male,Blk,Murder,,Robert Beasly,,,
MS,1886,12,29,Raymond Murphy,Warren ,Blk,Male,Blk,Murder,,,,,
MS,1888,4,30,Tom Harris,Warren ,Blk,Male,,Rape,,James Harris,Tom Carter,,
MS,1888,5,8,— Marley,Warren ,Other,Male,,Murder,,— Morley,,,
MS,1889,2,22,Wesley Thomas,Warren ,Blk,Male,,Attempted rape,,Thomas Wesley,,,
MS,1891,7,3,Henry Gentry,Warren ,Blk,Male,Blk,Murder,,,,,
MS,1892,7,5,Smith Tooley,Warren ,Blk,Male,,Murder,,,,,
MS,1892,7,5,John L. Adams,Warren ,Blk,Male,,Murder,,,,,
MS,1892,12,28,Unnamed Negro,Warren ,Blk,Male,Blk,Rape,,,,,
MS,1897,8,9,John Gordon,Warren ,Blk,Male,,Murder,,Louis Nelson,,,
MS,1903,5,2,Ben Bryant,Warren ,Blk,Male,,Murder,,Robert Bryant,,,
MS,1903,7,7,Cato Garrett,Warren ,Blk,Male,,Murder,,Cato Jarrett,,,
MS,1907,7,29,Samuel Washington,Warren ,Blk,Male,Blk,Murder,,,,,
MS,1915,1,20,Edward Johnson,Warren ,Blk,Male,,Theft,,,,,
MS,1919,5,14,Lloyd Clay,Warren ,Blk,Male,,Entered lady's room,,,,,
MS,1891,9,27,Lou Stevenson,Washington ,Blk,Fe,,Accomplice to murder,,Louise Stevenson,Lou Stevens,,
MS,1891,2,5,Green Jackson,Washington ,Blk,Male,,Murder,,,,,
MS,1891,9,27,Grant White,Washington ,Blk,Male,,Murder,,,,,
MS,1892,4,30,Unnamed Negro,Washington ,Blk,Male,,Rape,,,,,
MS,1898,7,7,Wesley Gould,Washington ,Blk,Male,,Mistaken identity,,,,,
MS,1900,3,27,Wm. Edwards  ,Washington ,Blk,Male,,Murder,,"""Wing"" Smith",,,
MS,1901,7,11,Vincent Serio,Washington ,Wht,Male,,Unknown    ,,Victor Ameo,Victor Cuneo,,
MS,1901,7,11,John Serio,Washington ,Wht,Male,,Unknown       ,,John Ameo,John Cuneo,,
MS,1903,6,4,John Dennis,Washington ,Blk,Male,,Assaulted woman (rape)   ,,Robert Dennis,,,
MS,1904,6,3,— Mayfield,Washington ,Blk,Male,,Aiding murderer,Uncertain,,,,
MS,1904,6,3,— Vanhorn,Washington ,Blk,Male,,Murder,,— Van Horne,,,
MS,1905,3,5,Unnamed Negro,Washington ,Blk,Male,,Murder,,,,,
MS,1909,8,12,Wm. Robinson,Washington ,Blk,Male,,Unknown,Uncertain,,,,
MS,1912,5,5,Unnamed Negro,Washington ,Blk,Male,,Attempted assault (rape),,,,,
MS,1914,2,24,Samuel Petty,Washington ,Blk,Male,,Murder,,,,,
MS,1904,6,26,Starling Dunham,Webster ,Blk,Male,,Assaulted girls (rape),,Sterling Duhnam,,,
MS,1886,9,20,Stephen Flowers,Wilkinson ,Blk,Male,,Murder,,,,,
MS,1891,7,7,Willie Kontz,Wilkinson ,Blk,Male,Blk,Assault & robbery,,Wallace Douglas,,,
MS,1903,5,10,Unnamed Negro,Wilkinson ,Blk,Male,,Arson,,,,,
MS,1903,9,15,Wm. Williams,Wilkinson ,Blk,Male,,Murder,Uncertain,,,,
MS,1905,8,31,— Bees,Wilkinson ,Blk,Male,,Attempted asssault (rape),,,,,
MS,1906,10,24,Thomas Crompton,Wilkinson ,Blk,Male,,Murder,,,,,
MS,1888,7,27,Eli Bryan,Winston ,Blk,Male,,Attempted rape,,,,,
MS,1891,3,7,Lewis Hodge,Winston ,Blk,Male,,Attempted murder,,,,,
MS,1894,12,23,Daniel McDonald,Winston ,Blk,Male,,Murder,,Rich ,,,
MS,1894,12,24,Will Carter,Winston ,Other,Male,,Murder,Uncertain,,,,
MS,1911,5,5,Cliff Jones,Winston ,Blk,Male,,Poisoning well water,,,,,
MS,1911,5,5,Bruce White,Winston ,Blk,Male,,Poisoning well water,,,,,
MS,1913,9,21,Henry Crosby,Winston ,Blk,Male,,Maltreatment of woman,Uncertain,,,,
MS,1927,6,13,James Fox,Winston ,Blk,Male,,Murder,,,,,
MS,1927,6,13,Mark Fox,Winston ,Blk,Male,,Murder,,,,,
MS,1883,8,15,Joseph Payne,Yalobusha ,Blk,Male,,Murder,,,,,
MS,1890,9,3,John Rogers,Yalobusha ,Blk,Male,,Assaulted woman (rape),,,,,
MS,1890,11,13,Wm. McGregory,Yalobusha ,Blk,Male,,Attempted rape,,,,,
MS,1921,3,18,Adolphus Ross,Yalobusha ,Blk,Male,,Attempted rape,,,,,
MS,1925,8,12,Sidney Town[e]s,Yalobusha ,Blk,Male,,Murder,,,,,
MS,1883,12,29,W.H. Foote,Yazoo ,Blk,Male,,Murder,,,,,
MS,1883,12,29,Micajah Parker,Yazoo ,Blk,Male,,Murder,,Micoyah Park,,,
MS,1883,12,29,Richard Gibbs,Yazoo ,Blk,Male,,Murder,,,,,
MS,1883,12,29,Robert Swayze,Yazoo ,Blk,Male,,Murder,,Robert Swaysone,,,
MS,1885,6,14,Unnamed Negro,Yazoo ,Blk,Male,,Attempted rape,,,,,
MS,1888,11,19,Wilks Arnold,Yazoo ,Blk,Male,,Murder,Uncertain,Wm. Arnold,,,
MS,1893,4,9,J. J. Jeffcoats,Yazoo ,Unk,Male,,Murder,,,,,
MS,1894,6,4,Ready Murdock,Yazoo ,Blk,Male,,Rape,,,,,
MS,1899,3,18,Willis Boyd,Yazoo ,Blk,Male,,Racial disturbance,,,,,
MS,1899,3,18,C. C. Reed,Yazoo ,Blk,Male,,Racial disturbance,,,,,
MS,1899,3,18,Minor Wilson,Yazoo ,Blk,Male,,Racial disturbance,,,,,
MS,1904,2,6,Unnamed Negro,Yazoo ,Blk,Male,,Mistaken identity,,,,,
MS,1904,2,6,Unnamed Negro,Yazoo ,Blk,Male,,Mistaken identity,,,,,
MS,1905,9,2,Arthur Woodward,Yazoo ,Blk,Male,,Murderous assault,,,,,
MS,1905,9,2,Talcum Woodward,Yazoo ,Blk,Male,,Murderous assault,,,,,
MS,1908,9,20,Charles Jones,Yazoo ,Blk,Male,Blk,Murder,,,,,
MS,1909,4,11,Horace Montgomery,Yazoo ,Blk,Male,,Attempted murder,,,,,
MS,1922,8,21,Parks Banks,Yazoo ,Blk,Male,,Refused to move,Uncertain,,,,
MS,1923,7,29,Wm. Minnifield,Yazoo ,Blk,Male,,Murderous assault,,Will Menefee,,,
MS,1926,5,22,James Jefferson,Yazoo ,Blk,Male,,Frightened woman,,Ike Jefferson,,,
MS,1927,7,6,Joseph Smith,Yazoo ,Blk,Male,,Attempted attack on girl,,,,,
NC,1920,8,25,John Jeffress,Alamance ,Blk,Male,,Attempted assault (rape),,John Jeffree,,,
NC,1894,2,22,Daniel Slaughter,Alleghany ,Wht,Male,,Murder,,,,,
NC,1885,7,2,John Boggan,Anson ,Blk,Male,,Criminal assault (rape),,John Boggar   ,,,
NC,1901,8,21,Luke Huff,Anson ,Blk,Male,,Murderous assault,,Luke Hough,,,
NC,1906,5,28,J. V. Johnson,Anson ,Wht,Male,,Murder,,,,,
NC,1888,3,13,Wm. A. Parker          ,Beaufort ,Wht,Male,,Murder,,,,,
NC,1888,5,6,Thomas Frazier,Beaufort ,Wht,Male,,Murder,,,,,
NC,1894,12,26,James F. Bergeron,Beaufort ,Wht,Male,,Murder,,John F. Begeron,,,
NC,1902,3,25,James Walker,Beaufort ,Blk,Male,,Murder,,James Walter,,,
NC,1883,4,11,Unnamed Negro,Bertie ,Blk,Male,,Attempted rape,,,,,
NC,1918,3,23,Peter Bazemore,Bertie ,Blk,Male,,Criminal assault (rape),,,,,
NC,1892,5,1,Lyman Purdie,Bladen ,Blk,Male,,Murder,,Tyman Purdie,,,
NC,1891,9,25,Hezekiah Rankin,Buncombe,Blk,Male,,Murder,,,,,
NC,1888,7,15,John Humprheys,Buncombe ,Blk,Male,,Rape  ,,,,,
NC,1889,9,11,Franklin Stack,Burke ,Wht,Male,,Murder,,,,,
NC,1889,9,11,David Boone,Burke ,Blk,Male,,Murder,,,,,
NC,1898,5,29,Thomas Johnson,Cabarrus ,Blk,Male,,Rape & murder,,,,,
NC,1898,5,29,Joseph Kiser,Cabarrus ,Blk,Male,,Rape & murder,,,,,
NC,1899,6,14,Lewis Patrick,Carteret ,Blk,Male,,Murder,,,,,
NC,1885,10,3,Bud Mebane,Caswell ,Blk,Male,,Rape & murder,,— Mabane, — Mehane,,
NC,1885,9,29,Harriet Finch,Chatham ,Blk,Fe,,Murder ,,,,,
NC,1885,9,29,Jerry Finch,Chatham ,Blk,Male,,Murder,,Jerry Lynch ,,,
NC,1885,9,29,John Pattisall,Chatham ,Blk,Male,,Murder,,John Pattishill,,,
NC,1885,9,29,Lee Tyson,Chatham ,Blk,Male,,Murder,,,,,
NC,1899,1,11,Henry Jones,Chatham ,Blk,Male,,Rape & murder,,,,,
NC,1921,9,18,Ernest Daniels,Chatham ,Blk,Male,,In white woman's room,,,,,
NC,1888,12,2,John Carson,Cleveland ,Blk,Male,,Murder,,Van Canady,,,
NC,1905,8,27,John Moore,Craven ,Blk,Male,,Murderous assault,,,,,
NC,1889,10,14,Robert Berrier,Davidson ,Wht,Male,,Murder,,,,,
NC,1926,5,25,Wife of Doc. Bryant,Duplin ,Blk,Fe,,Unknown,Uncertain,,,,
NC,1926,5,25,"""Dock"" Bryant",Duplin ,Blk,Male,,Unknown,Uncertain,,,,
NC,1886,11,13,T. C. Powell,Edgecombe ,Wht,Male,,Murder,,,,,
NC,1887,5,8,Benjamin White,Edgecombe ,Blk,Male,,Criminal assault (rape),,Ben Hart,,,
NC,1930,8,20,Oliver Moore,Edgecombe ,Blk,Male,,Rape,,,,,
NC,1919,8,20,Walter Elliott,Franklin ,Blk,Male,,Attacked woman (rape),,Walter Tyler,,,
NC,1919,12,27,Powell Green,Franklin ,Blk,Male,,Murder,,,,,
NC,1884,4,1,Erwin McCullough,Gaston ,Blk,Male,,Murder,,Edward McCulloch,,,
NC,1889,9,6,John Sigmund,Gaston ,Blk,Male,,Attempted rape,,John Sigmond   ,,,
NC,1929,9,14,Ella May Wiggins,Gaston ,Wht,Fe,,Strike activity,,,,,
NC,1888,9,2,Alonzo Smith,Granville ,Blk,Male,Blk,Arson & burglary,,,,,
NC,1888,9,2,John Tanner,Granville ,Blk,Male,Blk,Murder,,,,,
NC,1888,9,2,Henry Tanner,Granville ,Blk,Male,Blk,Murder  ,,,,,
NC,1892,11,15,Carter Burnett,Granville ,Blk,Male,,Assaulted girl (rape),,Wm. Burnett,,,
NC,1916,4,5,Joseph Black,Greene ,Blk,Male,,Making threats,,,,,
NC,1887,8,25,Eugene Hairston,Guilford ,Blk,Male,,Assaulted woman (rape),,Eugene Harriston,,,
NC,1900,3,5,George Ratliffe,Haywood ,Blk,Male,,Assaulted girl (rape),,,,,
NC,1890,12,23,Kinch Freeman,Hertford ,Blk,Male,,Murder,,,,,
NC,1883,10,16,— Campbell,Iredell ,Blk,Male,,Murder,,,,,
NC,1884,9,6,George Johnson,Iredell ,Blk,Male,,Rape,,,,,
NC,1884,12,24,Charles Smith,Johnston ,Blk,Male,,Robbery,,,,,
NC,1884,12,24,Thomas Davis,Johnston ,Blk,Male,,Robbery,,Henry Davis,,,
NC,1890,5,24,John  Starling,Johnston ,Wht,Male,,Making threats,,,,,
NC,1908,1,7,Unnamed Negro,Johnston ,Blk,Male,Blk,Fraud,,,,,
NC,1914,1,28,James Wilson,Johnston ,Blk,Male,,Rape & murder,,,,,
NC,1921,8,14,Jerome Whitfield,Jones ,Blk,Male,,Attacked woman (rape),,,,,
NC,1901,6,18,D. B. Jones,Lenoir ,Blk,Male,,Attempted assault (rape),,,,,
NC,1916,8,4,Lazarus Rouse,Lenoir ,Blk,Male,Blk,Unknown,,,,,
NC,1913,8,26,Joseph McNeely,Mecklenburg ,Blk,Male,,Murder,,,,,
NC,1929,6,29,Willie McDaniel,Mecklenburg ,Blk,Male,,Unknown,Uncertain,,,,
NC,1894,4,1,Holland English,Mitchell ,Wht,Male,,Murder,,Hal English,,,
NC,1896,4,21,Robert Chambers,Mitchell ,Blk,Male,,Attempted rape & arson,,,,,
NC,1893,1,6,Bob Ray,Moore ,Blk,Male,,Murder,Uncertain,,,,
NC,1900,3,20,George Rittle,Moore ,Blk,Male,,Informer,,George Ritter,,,
NC,1901,3,8,James Martindale,Moore ,Wht,Male,,Assaulted woman,,,,,
NC,1927,8,2,Thomas Bradshaw,Nash ,Blk,Male,,Criminal assault (rape),Uncertain,,,,
NC,1904,5,18,Dick Whitehead,Northamption ,Blk,Male,Blk,Assaulted child (rape),,,,,
NC,1919,2,6,John Daniels,Onslow ,Blk,Male,,Murder,,,,,
NC,1922,8,6,Bayner Blackwell,Onslow ,Blk,Male,,Murder,,,,,
NC,1920,7,7,Edward Roach,Person ,Blk,Male,,Attempted rape,,,,,
NC,1894,11,22,Dick Wofford,Polk ,Blk,Male,,Assaulted girl (rape),,,,,
NC,1883,9,20,Dockery Johnson,Richmond ,Blk,Male,,Attempted rape,,Archie Johnson,,,
NC,1885,12,18,John Lee,Richmond ,Wht,Male,,Murder   ,,,,,
NC,1892,11,17,Duncan McPhatter,Richmond ,Blk,Male,,Murder,,Duncan McFatton,,,
NC,1910,10,8,Unnamed Negro,Rockingham ,Blk,Male,,Robbery,,,,,
NC,1883,11,8,Lawrence White,Rowan ,Blk,Male,Blk,Murder,,,,,
NC,1902,6,11,Harrison Gillespie,Rowan ,Blk,Male,,Murder,,,,,
NC,1902,6,11,James Gillespie,Rowan ,Blk,Male,,Murder,,,,,
NC,1906,8,6,John Gillespie,Rowan ,Blk,Male,,Murder,,,,,
NC,1906,8,6,Nease Gillespie,Rowan ,Blk,Male,,Murder,,,,,
NC,1906,8,6,Jack Dillingham,Rowan ,Blk,Male,,Murder,,,,,
NC,1900,8,28,Avery Mills,Rutherford ,Blk,Male,,Murder,,,,,
NC,1891,9,6,Mack Best,Samson,Blk,Male,,Attempted rape,,Mack McBest,Mack Bass,,
NC,1892,6,9,Alexander Whitley,Stanly ,Wht,Male,,Murder        ,,Alex Wentely,Alex Burris,"Mob was wearing red shirts, newspaper described them as 'disguised bloody shirt' men, from an 11/10/98 e-mail message from  Bruce Baker (bebaker@mail.awod.com)",from an 11/10/98 e-mail message from  Bruce Baker (bebaker@mail.awod.com)
NC,1892,9,12,Thomas N. Allison,Surry ,Wht,Male,,Murder,,,,,
NC,1885,3,4,Lee Stratten,Union ,Blk,Male,,Rape,,Lee Staton,Lee Staten,,
NC,1903,7,2,John Osborne,Union ,Blk,Male,,Criminal assault (rape),,,,,
NC,1915,3,12,Mrs. Joe Perry,Vance ,Blk,Fe,,Unknown,,,,,
NC,1915,3,12,Child of J. Perry,Vance ,Blk,Unk,,Unknown,,,,,
NC,1918,11,5,George Taylor,Wake ,Blk,Male,,Criminal assault (rape),,,,,
NC,1921,1,24,Alfred Williams,Warren ,Blk,Male,,Race prejudice,,,,,
NC,1921,1,24,Plummer Bullock,Warren ,Blk,Male,,Race prejudice,,,,,
NC,1888,1,26,Jack Blount       ,Washington ,Blk,Male,,Murder,,,,,
